Kuupäev,Hind,Garderoob-Radiaator,Köök-Nõudepesumasin,Magamis-Radiaator,Paul-Kontor,Paul-Radiaator,Saal-Patareid
2023-08-14 03:00:00+03:00,14.24,sees,sees,sees,sees,sees,väljas
2023-08-14 04:00:00+03:00,14.17,sees,sees,sees,sees,sees,sees
2023-08-14 05:00:00+03:00,40.01,sees,väljas,sees,sees,sees,väljas
2023-08-14 06:00:00+03:00,79.33,sees,väljas,sees,sees,sees,väljas
2023-08-14 07:00:00+03:00,101.99,sees,väljas,sees,sees,sees,väljas
2023-08-14 08:00:00+03:00,103.7,sees,väljas,sees,sees,sees,väljas
2023-08-14 09:00:00+03:00,101.38,sees,väljas,sees,sees,sees,väljas
2023-08-14 10:00:00+03:00,89.36,sees,väljas,sees,sees,sees,väljas
2023-08-14 11:00:00+03:00,80.01,sees,väljas,sees,sees,sees,väljas
2023-08-14 12:00:00+03:00,53.43,sees,väljas,sees,sees,sees,väljas
2023-08-14 13:00:00+03:00,27.39,sees,väljas,sees,sees,sees,väljas
2023-08-14 14:00:00+03:00,23.09,sees,väljas,sees,sees,sees,väljas
2023-08-14 15:00:00+03:00,22.4,sees,väljas,sees,sees,sees,väljas
2023-08-14 16:00:00+03:00,21.58,sees,väljas,sees,sees,sees,väljas
2023-08-14 17:00:00+03:00,22.97,sees,väljas,sees,sees,sees,väljas
2023-08-14 18:00:00+03:00,101.21,sees,väljas,sees,sees,sees,väljas
2023-08-14 19:00:00+03:00,120.89,sees,väljas,sees,sees,sees,väljas
2023-08-14 20:00:00+03:00,173.34,väljas,väljas,väljas,väljas,väljas,väljas
2023-08-14 21:00:00+03:00,156.46,väljas,väljas,väljas,väljas,väljas,väljas
2023-08-14 22:00:00+03:00,130.48,sees,väljas,sees,sees,sees,väljas
2023-08-14 23:00:00+03:00,110.99,sees,väljas,sees,sees,sees,väljas
2023-08-14 23:00:00+03:00,110.99,sees,väljas,sees,sees,sees,väljas
2023-08-15 00:00:00+03:00,94.09,sees,väljas,sees,sees,sees,väljas
2023-08-15 01:00:00+03:00,17.04,sees,väljas,sees,sees,sees,sees
2023-08-15 02:00:00+03:00,92.65,väljas,väljas,väljas,väljas,väljas,väljas
2023-08-15 03:00:00+03:00,88.49,väljas,väljas,väljas,väljas,väljas,väljas
2023-08-15 04:00:00+03:00,37.2,sees,väljas,sees,sees,sees,väljas
2023-08-15 05:00:00+03:00,40.0,sees,väljas,sees,sees,sees,väljas
2023-08-15 06:00:00+03:00,17.35,sees,väljas,sees,sees,sees,väljas
2023-08-15 07:00:00+03:00,78.91,väljas,väljas,väljas,väljas,väljas,väljas
2023-08-15 08:00:00+03:00,78.91,väljas,väljas,väljas,väljas,väljas,väljas
2023-08-15 09:00:00+03:00,26.26,sees,väljas,sees,sees,sees,väljas
2023-08-15 10:00:00+03:00,27.94,sees,väljas,sees,sees,sees,väljas
2023-08-15 11:00:00+03:00,25.97,sees,väljas,sees,sees,sees,väljas
2023-08-15 12:00:00+03:00,24.59,sees,väljas,sees,sees,sees,väljas
2023-08-15 13:00:00+03:00,23.85,sees,väljas,sees,sees,sees,väljas
2023-08-15 14:00:00+03:00,22.89,sees,sees,sees,sees,sees,väljas
2023-08-15 15:00:00+03:00,22.98,sees,sees,sees,sees,sees,väljas
2023-08-15 16:00:00+03:00,23.16,sees,väljas,sees,sees,sees,väljas
2023-08-15 17:00:00+03:00,24.35,sees,väljas,sees,sees,sees,väljas
2023-08-15 18:00:00+03:00,95.22,väljas,väljas,väljas,sees,väljas,väljas
2023-08-15 19:00:00+03:00,107.78,väljas,väljas,väljas,sees,väljas,väljas
2023-08-15 20:00:00+03:00,123.69,väljas,väljas,väljas,sees,väljas,väljas
2023-08-15 21:00:00+03:00,139.38,väljas,väljas,väljas,sees,väljas,väljas
2023-08-15 22:00:00+03:00,133.04,väljas,väljas,väljas,sees,väljas,väljas
2023-08-15 23:00:00+03:00,88.49,väljas,väljas,väljas,sees,väljas,väljas
2023-08-16 00:00:00+03:00,17.56,sees,väljas,sees,sees,sees,väljas
2023-08-16 00:00:00+03:00,17.56,sees,väljas,sees,sees,sees,väljas
2023-08-16 01:00:00+03:00,0.71,sees,väljas,sees,sees,sees,väljas
2023-08-16 02:00:00+03:00,0.01,sees,väljas,sees,sees,sees,väljas
2023-08-16 03:00:00+03:00,0.01,sees,väljas,sees,sees,sees,väljas
2023-08-16 04:00:00+03:00,0.0,sees,sees,sees,sees,sees,sees
2023-08-16 05:00:00+03:00,0.0,sees,sees,sees,sees,sees,väljas
2023-08-16 06:00:00+03:00,3.8,sees,väljas,sees,sees,sees,väljas
2023-08-16 07:00:00+03:00,15.22,sees,väljas,sees,sees,sees,väljas
2023-08-16 08:00:00+03:00,17.06,sees,väljas,sees,sees,sees,väljas
2023-08-16 09:00:00+03:00,18.17,sees,väljas,sees,sees,sees,väljas
2023-08-16 10:00:00+03:00,19.28,sees,väljas,sees,sees,sees,väljas
2023-08-16 11:00:00+03:00,19.08,sees,väljas,sees,sees,sees,väljas
2023-08-16 12:00:00+03:00,18.52,sees,väljas,sees,sees,sees,väljas
2023-08-16 13:00:00+03:00,18.09,sees,väljas,sees,sees,sees,väljas
2023-08-16 14:00:00+03:00,18.0,sees,väljas,sees,sees,sees,väljas
2023-08-16 15:00:00+03:00,17.99,sees,väljas,sees,sees,sees,väljas
2023-08-16 16:00:00+03:00,17.83,sees,väljas,sees,sees,sees,väljas
2023-08-16 17:00:00+03:00,17.91,sees,väljas,sees,sees,sees,väljas
2023-08-16 18:00:00+03:00,25.99,sees,väljas,sees,sees,sees,väljas
2023-08-16 19:00:00+03:00,89.09,väljas,väljas,väljas,sees,väljas,väljas
2023-08-16 20:00:00+03:00,89.1,väljas,väljas,väljas,sees,väljas,väljas
2023-08-16 21:00:00+03:00,89.09,väljas,väljas,väljas,sees,väljas,väljas
2023-08-16 22:00:00+03:00,16.98,sees,väljas,sees,sees,sees,väljas
2023-08-16 23:00:00+03:00,13.85,sees,väljas,sees,sees,sees,väljas
2023-08-17 00:00:00+03:00,7.21,sees,väljas,sees,sees,sees,väljas
2023-08-17 00:00:00+03:00,7.21,sees,väljas,sees,sees,sees,väljas
2023-08-17 01:00:00+03:00,0.82,sees,sees,sees,sees,sees,sees
2023-08-17 02:00:00+03:00,0.95,sees,sees,sees,sees,sees,väljas
2023-08-17 03:00:00+03:00,1.87,sees,väljas,sees,sees,sees,väljas
2023-08-17 04:00:00+03:00,2.28,sees,väljas,sees,sees,sees,väljas
2023-08-17 05:00:00+03:00,3.72,sees,väljas,sees,sees,sees,väljas
2023-08-17 06:00:00+03:00,7.05,sees,väljas,sees,sees,sees,väljas
2023-08-17 07:00:00+03:00,26.08,sees,väljas,sees,sees,sees,väljas
2023-08-17 08:00:00+03:00,40.01,sees,väljas,sees,sees,sees,väljas
2023-08-17 09:00:00+03:00,18.48,sees,väljas,sees,sees,sees,väljas
2023-08-17 10:00:00+03:00,18.84,sees,väljas,sees,sees,sees,väljas
2023-08-17 11:00:00+03:00,19.37,sees,väljas,sees,sees,sees,väljas
2023-08-17 12:00:00+03:00,18.93,sees,väljas,sees,sees,sees,väljas
2023-08-17 13:00:00+03:00,18.55,sees,väljas,sees,sees,sees,väljas
2023-08-17 14:00:00+03:00,18.37,sees,väljas,sees,sees,sees,väljas
2023-08-17 15:00:00+03:00,18.59,sees,väljas,sees,sees,sees,väljas
2023-08-17 16:00:00+03:00,18.6,sees,väljas,sees,sees,sees,väljas
2023-08-17 17:00:00+03:00,18.98,sees,väljas,sees,sees,sees,väljas
2023-08-17 18:00:00+03:00,40.0,sees,väljas,sees,sees,sees,väljas
2023-08-17 19:00:00+03:00,88.69,väljas,väljas,väljas,sees,väljas,väljas
2023-08-17 20:00:00+03:00,88.7,väljas,väljas,väljas,sees,väljas,väljas
2023-08-17 21:00:00+03:00,88.7,väljas,väljas,väljas,sees,väljas,väljas
2023-08-17 22:00:00+03:00,88.69,väljas,väljas,väljas,sees,väljas,väljas
2023-08-17 23:00:00+03:00,19.98,sees,väljas,sees,sees,sees,väljas
2023-08-18 00:00:00+03:00,17.67,sees,väljas,sees,sees,sees,väljas
2023-08-18 00:00:00+03:00,17.67,sees,väljas,sees,sees,sees,väljas
2023-08-18 01:00:00+03:00,18.1,sees,väljas,sees,sees,sees,väljas
2023-08-18 02:00:00+03:00,17.57,sees,väljas,sees,sees,sees,väljas
2023-08-18 03:00:00+03:00,17.08,sees,väljas,sees,sees,sees,väljas
2023-08-18 04:00:00+03:00,16.17,sees,väljas,sees,sees,sees,väljas
2023-08-18 05:00:00+03:00,16.42,sees,väljas,sees,sees,sees,väljas
2023-08-18 06:00:00+03:00,21.12,sees,väljas,sees,sees,sees,väljas
2023-08-18 07:00:00+03:00,119.32,sees,väljas,sees,sees,sees,väljas
2023-08-18 08:00:00+03:00,208.56,väljas,väljas,väljas,sees,väljas,väljas
2023-08-18 09:00:00+03:00,270.45,väljas,väljas,väljas,väljas,väljas,väljas
2023-08-18 10:00:00+03:00,187.97,väljas,väljas,väljas,sees,väljas,väljas
2023-08-18 11:00:00+03:00,147.87,sees,väljas,sees,sees,sees,väljas
2023-08-18 12:00:00+03:00,135.02,sees,väljas,sees,sees,sees,väljas
2023-08-18 13:00:00+03:00,250.03,väljas,väljas,väljas,väljas,väljas,väljas
2023-08-18 14:00:00+03:00,149.58,sees,väljas,sees,sees,sees,väljas
2023-08-18 15:00:00+03:00,89.49,sees,väljas,sees,sees,sees,väljas
2023-08-18 16:00:00+03:00,95.36,sees,väljas,sees,sees,sees,väljas
2023-08-18 17:00:00+03:00,135.01,väljas,väljas,väljas,sees,väljas,väljas
2023-08-18 18:00:00+03:00,250.0,väljas,väljas,väljas,väljas,väljas,väljas
2023-08-18 19:00:00+03:00,200.0,väljas,väljas,väljas,sees,väljas,väljas
2023-08-18 20:00:00+03:00,186.55,väljas,väljas,väljas,sees,väljas,väljas
2023-08-18 21:00:00+03:00,155.35,väljas,väljas,väljas,sees,väljas,väljas
2023-08-18 22:00:00+03:00,127.38,väljas,väljas,väljas,sees,väljas,väljas
2023-08-18 23:00:00+03:00,15.61,sees,sees,sees,sees,sees,sees
2023-08-19 00:00:00+03:00,14.39,sees,sees,sees,sees,sees,sees
2023-08-19 00:00:00+03:00,14.39,sees,sees,sees,sees,sees,väljas
2023-08-19 01:00:00+03:00,160.02,väljas,väljas,väljas,väljas,väljas,väljas
2023-08-19 02:00:00+03:00,105.77,sees,väljas,sees,sees,sees,väljas
2023-08-19 03:00:00+03:00,106.62,sees,väljas,sees,sees,sees,väljas
2023-08-19 04:00:00+03:00,96.92,sees,väljas,sees,sees,sees,väljas
2023-08-19 05:00:00+03:00,100.27,sees,väljas,sees,sees,sees,väljas
2023-08-19 06:00:00+03:00,102.12,sees,väljas,sees,sees,sees,väljas
2023-08-19 07:00:00+03:00,104.76,sees,väljas,sees,sees,sees,väljas
2023-08-19 08:00:00+03:00,117.99,sees,väljas,sees,sees,sees,väljas
2023-08-19 09:00:00+03:00,120.85,sees,väljas,sees,sees,sees,väljas
2023-08-19 10:00:00+03:00,150.02,sees,väljas,sees,sees,sees,väljas
2023-08-19 11:00:00+03:00,212.31,väljas,väljas,väljas,väljas,väljas,väljas
2023-08-19 12:00:00+03:00,117.15,sees,väljas,sees,sees,sees,väljas
2023-08-19 13:00:00+03:00,102.25,sees,väljas,sees,sees,sees,väljas
2023-08-19 14:00:00+03:00,130.44,sees,väljas,sees,sees,sees,väljas
2023-08-19 15:00:00+03:00,126.0,sees,väljas,sees,sees,sees,väljas
2023-08-19 16:00:00+03:00,133.11,sees,väljas,sees,sees,sees,väljas
2023-08-19 17:00:00+03:00,150.02,sees,väljas,sees,sees,sees,väljas
2023-08-19 18:00:00+03:00,134.02,sees,väljas,sees,sees,sees,väljas
2023-08-19 19:00:00+03:00,166.11,väljas,väljas,väljas,väljas,väljas,väljas
2023-08-19 20:00:00+03:00,187.2,väljas,väljas,väljas,väljas,väljas,väljas
2023-08-19 21:00:00+03:00,134.75,sees,väljas,sees,sees,sees,väljas
2023-08-19 22:00:00+03:00,139.19,sees,väljas,sees,sees,sees,väljas
2023-08-19 23:00:00+03:00,123.71,sees,väljas,sees,sees,sees,väljas
2023-08-20 00:00:00+03:00,112.54,sees,väljas,sees,sees,sees,väljas
2023-08-20 00:00:00+03:00,112.54,sees,väljas,sees,sees,sees,väljas
2023-08-20 01:00:00+03:00,113.99,sees,väljas,sees,sees,sees,väljas
2023-08-20 02:00:00+03:00,110.59,sees,väljas,sees,sees,sees,väljas
2023-08-20 03:00:00+03:00,105.17,sees,väljas,sees,sees,sees,väljas
2023-08-20 04:00:00+03:00,105.04,sees,väljas,sees,sees,sees,väljas
2023-08-20 05:00:00+03:00,103.26,sees,väljas,sees,sees,sees,väljas
2023-08-20 06:00:00+03:00,105.12,sees,väljas,sees,sees,sees,väljas
2023-08-20 07:00:00+03:00,105.23,sees,väljas,sees,sees,sees,väljas
2023-08-20 08:00:00+03:00,99.69,sees,väljas,sees,sees,sees,väljas
2023-08-20 09:00:00+03:00,98.99,sees,väljas,sees,sees,sees,väljas
2023-08-20 10:00:00+03:00,99.99,sees,väljas,sees,sees,sees,väljas
2023-08-20 11:00:00+03:00,100.0,sees,väljas,sees,sees,sees,väljas
2023-08-20 12:00:00+03:00,99.99,sees,väljas,sees,sees,sees,väljas
2023-08-20 13:00:00+03:00,79.81,sees,väljas,sees,sees,sees,väljas
2023-08-20 14:00:00+03:00,99.99,sees,väljas,sees,sees,sees,väljas
2023-08-20 15:00:00+03:00,98.87,sees,sees,sees,sees,sees,väljas
2023-08-20 16:00:00+03:00,73.25,sees,sees,sees,sees,sees,sees
2023-08-20 17:00:00+03:00,99.97,sees,väljas,sees,sees,sees,väljas
2023-08-20 18:00:00+03:00,149.9,väljas,väljas,väljas,sees,väljas,väljas
2023-08-20 19:00:00+03:00,199.77,väljas,väljas,väljas,sees,väljas,väljas
2023-08-20 20:00:00+03:00,250.04,väljas,väljas,väljas,väljas,väljas,väljas
2023-08-20 21:00:00+03:00,201.0,väljas,väljas,väljas,sees,väljas,väljas
2023-08-20 22:00:00+03:00,250.01,väljas,väljas,väljas,väljas,väljas,väljas
2023-08-20 23:00:00+03:00,126.71,väljas,väljas,väljas,sees,väljas,väljas
2023-08-21 00:00:00+03:00,111.95,sees,väljas,sees,sees,sees,väljas
2023-08-21 00:00:00+03:00,111.95,sees,väljas,sees,sees,sees,väljas
2023-08-21 01:00:00+03:00,111.95,sees,väljas,sees,sees,sees,väljas
2023-08-21 02:00:00+03:00,101.67,sees,väljas,sees,sees,sees,väljas
2023-08-21 03:00:00+03:00,98.71,sees,väljas,sees,sees,sees,väljas
2023-08-21 04:00:00+03:00,95.1,sees,sees,sees,sees,sees,sees
2023-08-21 05:00:00+03:00,97.44,sees,sees,sees,sees,sees,väljas
2023-08-21 06:00:00+03:00,117.89,sees,väljas,sees,sees,sees,väljas
2023-08-21 07:00:00+03:00,350.0,väljas,väljas,väljas,sees,väljas,väljas
2023-08-21 08:00:00+03:00,325.09,väljas,väljas,väljas,sees,väljas,väljas
2023-08-21 09:00:00+03:00,549.92,väljas,väljas,väljas,väljas,väljas,väljas
2023-08-21 10:00:00+03:00,250.08,sees,väljas,sees,sees,sees,väljas
2023-08-21 11:00:00+03:00,483.02,väljas,väljas,väljas,väljas,väljas,väljas
2023-08-21 12:00:00+03:00,250.09,sees,väljas,sees,sees,sees,väljas
2023-08-21 13:00:00+03:00,250.07,sees,väljas,sees,sees,sees,väljas
2023-08-21 14:00:00+03:00,250.05,sees,väljas,sees,sees,sees,väljas
2023-08-21 15:00:00+03:00,343.92,väljas,väljas,väljas,väljas,väljas,väljas
2023-08-21 16:00:00+03:00,300.04,sees,väljas,sees,sees,sees,väljas
2023-08-21 17:00:00+03:00,150.0,sees,väljas,sees,sees,sees,väljas
2023-08-21 18:00:00+03:00,300.04,väljas,väljas,väljas,väljas,väljas,väljas
2023-08-21 19:00:00+03:00,549.95,väljas,väljas,väljas,väljas,väljas,väljas
2023-08-21 20:00:00+03:00,250.07,sees,väljas,sees,sees,sees,väljas
2023-08-21 21:00:00+03:00,204.39,sees,väljas,sees,sees,sees,väljas
2023-08-21 22:00:00+03:00,169.0,sees,väljas,sees,sees,sees,väljas
2023-08-21 23:00:00+03:00,136.01,sees,väljas,sees,sees,sees,väljas
2023-08-22 00:00:00+03:00,115.0,sees,väljas,sees,sees,sees,väljas
2023-08-22 00:00:00+03:00,115.0,sees,väljas,sees,sees,sees,väljas
2023-08-22 01:00:00+03:00,113.69,sees,väljas,sees,sees,sees,väljas
2023-08-22 02:00:00+03:00,104.91,sees,väljas,sees,sees,sees,väljas
2023-08-22 03:00:00+03:00,103.43,sees,sees,sees,sees,sees,sees
2023-08-22 04:00:00+03:00,103.5,sees,sees,sees,sees,sees,väljas
2023-08-22 05:00:00+03:00,105.84,sees,väljas,sees,sees,sees,väljas
2023-08-22 06:00:00+03:00,140.07,sees,väljas,sees,sees,sees,väljas
2023-08-22 07:00:00+03:00,161.58,sees,väljas,sees,sees,sees,väljas
2023-08-22 08:00:00+03:00,250.01,väljas,väljas,väljas,sees,väljas,väljas
2023-08-22 09:00:00+03:00,250.0,väljas,väljas,väljas,sees,väljas,väljas
2023-08-22 10:00:00+03:00,231.43,väljas,väljas,väljas,sees,väljas,väljas
2023-08-22 11:00:00+03:00,250.0,väljas,väljas,väljas,sees,väljas,väljas
2023-08-22 12:00:00+03:00,401.49,väljas,väljas,väljas,väljas,väljas,väljas
2023-08-22 13:00:00+03:00,240.0,väljas,väljas,väljas,sees,väljas,väljas
2023-08-22 14:00:00+03:00,123.94,sees,väljas,sees,sees,sees,väljas
2023-08-22 15:00:00+03:00,105.09,sees,väljas,sees,sees,sees,väljas
2023-08-22 16:00:00+03:00,103.6,sees,väljas,sees,sees,sees,väljas
2023-08-22 17:00:00+03:00,149.98,sees,väljas,sees,sees,sees,väljas
2023-08-22 18:00:00+03:00,159.08,sees,väljas,sees,sees,sees,väljas
2023-08-22 19:00:00+03:00,170.07,sees,väljas,sees,sees,sees,väljas
2023-08-22 20:00:00+03:00,202.27,väljas,väljas,väljas,sees,väljas,väljas
2023-08-22 21:00:00+03:00,212.38,väljas,väljas,väljas,sees,väljas,väljas
2023-08-22 22:00:00+03:00,172.45,väljas,väljas,väljas,sees,väljas,väljas
2023-08-22 23:00:00+03:00,145.8,sees,väljas,sees,sees,sees,väljas
2023-08-23 00:00:00+03:00,80.1,sees,sees,sees,sees,sees,sees
2023-08-23 00:00:00+03:00,80.1,sees,sees,sees,sees,sees,väljas
2023-08-23 01:00:00+03:00,114.4,sees,väljas,sees,sees,sees,väljas
2023-08-23 02:00:00+03:00,94.98,sees,väljas,sees,sees,sees,väljas
2023-08-23 03:00:00+03:00,97.04,sees,väljas,sees,sees,sees,väljas
2023-08-23 04:00:00+03:00,104.52,sees,väljas,sees,sees,sees,väljas
2023-08-23 05:00:00+03:00,110.14,sees,väljas,sees,sees,sees,väljas
2023-08-23 06:00:00+03:00,115.26,sees,väljas,sees,sees,sees,väljas
2023-08-23 07:00:00+03:00,140.96,sees,väljas,sees,sees,sees,väljas
2023-08-23 08:00:00+03:00,161.91,sees,väljas,sees,sees,sees,väljas
2023-08-23 09:00:00+03:00,175.0,sees,väljas,sees,sees,sees,väljas
2023-08-23 10:00:00+03:00,170.93,sees,väljas,sees,sees,sees,väljas
2023-08-23 11:00:00+03:00,149.96,sees,väljas,sees,sees,sees,väljas
2023-08-23 12:00:00+03:00,170.02,sees,väljas,sees,sees,sees,väljas
2023-08-23 13:00:00+03:00,174.99,sees,väljas,sees,sees,sees,väljas
2023-08-23 14:00:00+03:00,133.44,sees,väljas,sees,sees,sees,väljas
2023-08-23 15:00:00+03:00,149.93,sees,väljas,sees,sees,sees,väljas
2023-08-23 16:00:00+03:00,123.13,sees,väljas,sees,sees,sees,väljas
2023-08-23 17:00:00+03:00,136.03,sees,väljas,sees,sees,sees,väljas
2023-08-23 18:00:00+03:00,159.14,sees,väljas,sees,sees,sees,väljas
2023-08-23 19:00:00+03:00,225.5,väljas,väljas,väljas,väljas,väljas,väljas
2023-08-23 20:00:00+03:00,250.07,väljas,väljas,väljas,väljas,väljas,väljas
2023-08-23 21:00:00+03:00,174.99,sees,väljas,sees,sees,sees,väljas
2023-08-23 22:00:00+03:00,190.04,sees,väljas,sees,sees,sees,väljas
2023-08-23 23:00:00+03:00,139.71,sees,väljas,sees,sees,sees,väljas
2023-08-24 00:00:00+03:00,76.75,sees,väljas,sees,sees,sees,sees
2023-08-24 01:00:00+03:00,103.02,sees,väljas,sees,sees,sees,väljas
2023-08-24 02:00:00+03:00,80.0,sees,sees,sees,sees,sees,väljas
2023-08-24 03:00:00+03:00,79.99,sees,sees,sees,sees,sees,väljas
2023-08-24 04:00:00+03:00,80.0,sees,väljas,sees,sees,sees,väljas
2023-08-24 05:00:00+03:00,119.94,sees,väljas,sees,sees,sees,väljas
2023-08-24 06:00:00+03:00,132.89,sees,väljas,sees,sees,sees,väljas
2023-08-24 07:00:00+03:00,175.0,sees,väljas,sees,sees,sees,väljas
2023-08-24 08:00:00+03:00,170.52,sees,väljas,sees,sees,sees,väljas
2023-08-24 09:00:00+03:00,177.24,sees,väljas,sees,sees,sees,väljas
2023-08-24 10:00:00+03:00,174.99,sees,väljas,sees,sees,sees,väljas
2023-08-24 11:00:00+03:00,159.9,sees,väljas,sees,sees,sees,väljas
2023-08-24 12:00:00+03:00,174.99,sees,väljas,sees,sees,sees,väljas
2023-08-24 13:00:00+03:00,161.18,sees,väljas,sees,sees,sees,väljas
2023-08-24 14:00:00+03:00,174.99,sees,väljas,sees,sees,sees,väljas
2023-08-24 15:00:00+03:00,163.27,sees,väljas,sees,sees,sees,väljas
2023-08-24 16:00:00+03:00,126.51,sees,väljas,sees,sees,sees,väljas
2023-08-24 17:00:00+03:00,157.61,sees,väljas,sees,sees,sees,väljas
2023-08-24 18:00:00+03:00,155.15,sees,väljas,sees,sees,sees,väljas
2023-08-24 19:00:00+03:00,206.7,sees,väljas,sees,sees,sees,väljas
2023-08-24 20:00:00+03:00,258.55,sees,väljas,sees,väljas,sees,väljas
2023-08-24 21:00:00+03:00,205.94,sees,väljas,sees,sees,sees,väljas
2023-08-24 22:00:00+03:00,155.07,sees,väljas,sees,sees,sees,väljas
2023-08-24 23:00:00+03:00,155.45,sees,väljas,sees,sees,sees,väljas
Kuupäev,Hind
2023-08-25 00:00:00+03:00,83.38
